"trend","lci","uci","start_year","end_year","trend_type","index_type","retransformation_type","Region"
-1.13731000412206,-8.03673119601118,5.03485804180486,1974,2019,"endpoint","standard","standard",NA
-1.50949765981863,-8.28065860906906,3.53880628410118,1974,2019,"slope","standard","standard",NA
-2.48503296248345,-13.0017648557373,7.07152380953843,2004,2019,"slope","standard","standard",NA
-1.280549134295,-8.11534338999003,4.72889403712383,1974,2019,"endpoint","smoothed","standard",NA
-2.99019951121097,-13.9870397179518,6.29395741537496,2004,2019,"endpoint","smoothed","standard",NA
-5.69837065554649,-9.31329250664106,-0.90117169256484,1974,2019,"endpoint","smoothed","standard","Composite"
-6.7880552509846,-8.69164759025127,-4.8412640988611,1974,2019,"endpoint","smoothed","standard","Atlantic Canada"
0.130702982565542,-3.71050521699241,4.18204979022885,1974,2019,"endpoint","smoothed","standard","East Inland"
-10.5125490380661,-18.7614098725918,-3.53934831732062,1974,2019,"endpoint","smoothed","standard","Midcontinental"
-7.51836097345276,-9.4857080633652,-5.60319819676033,1974,2019,"endpoint","smoothed","standard","Northeast US Coastal"
-6.63547828668382,-11.5715041750476,-1.32435828184273,1974,2019,"endpoint","smoothed","standard","Ontario"
-5.41389653749811,-10.3408694541935,0.704334214433457,1974,2019,"endpoint","smoothed","standard","Southeast Coastal"
7.57169560899407,-7.27617913075888,24.9055218519049,1974,2019,"endpoint","smoothed","standard","Texas Coastal"
-5.79505411867666,-9.27277173288835,-1.21532770605374,1974,2019,"endpoint","smoothed","lognormal_only","Composite"
-6.7880552509846,-8.69164759025127,-4.8412640988611,1974,2019,"endpoint","smoothed","lognormal_only","Atlantic Canada"
0.130702982565542,-3.71050521699241,4.18204979022885,1974,2019,"endpoint","smoothed","lognormal_only","East Inland"
-10.5125490380661,-18.7614098725918,-3.53934831732062,1974,2019,"endpoint","smoothed","lognormal_only","Midcontinental"
-7.51836097345276,-9.4857080633652,-5.60319819676033,1974,2019,"endpoint","smoothed","lognormal_only","Northeast US Coastal"
-6.63547828668382,-11.5715041750476,-1.32435828184273,1974,2019,"endpoint","smoothed","lognormal_only","Ontario"
-5.41389653749811,-10.3408694541935,0.704334214433457,1974,2019,"endpoint","smoothed","lognormal_only","Southeast Coastal"
7.57169560899407,-7.27617913075888,24.9055218519049,1974,2019,"endpoint","smoothed","lognormal_only","Texas Coastal"
-5.98589549484924,-8.618328960322,-1.98936789852126,1974,2019,"endpoint","smoothed","none","Composite"
-6.7880552509846,-8.69164759025127,-4.8412640988611,1974,2019,"endpoint","smoothed","none","Atlantic Canada"
0.130702982565542,-3.71050521699241,4.18204979022885,1974,2019,"endpoint","smoothed","none","East Inland"
-10.5125490380661,-18.7614098725918,-3.53934831732062,1974,2019,"endpoint","smoothed","none","Midcontinental"
-7.51836097345276,-9.48570806336519,-5.60319819676033,1974,2019,"endpoint","smoothed","none","Northeast US Coastal"
-6.63547828668382,-11.5715041750476,-1.32435828184273,1974,2019,"endpoint","smoothed","none","Ontario"
-5.41389653749811,-10.3408694541935,0.704334214433457,1974,2019,"endpoint","smoothed","none","Southeast Coastal"
7.57169560899407,-7.27617913075888,24.9055218519049,1974,2019,"endpoint","smoothed","none","Texas Coastal"
-8.33634307239957,-17.2091449992358,4.7719646307744,2004,2019,"endpoint","smoothed","standard","Composite"
-8.38533085813722,-13.3629205839784,-2.89594107268326,2004,2019,"endpoint","smoothed","standard","Atlantic Canada"
3.26206680781803,-7.45778785615096,15.0901858141998,2004,2019,"endpoint","smoothed","standard","East Inland"
-7.56086375584692,-29.3244700397571,13.2943581789374,2004,2019,"endpoint","smoothed","standard","Midcontinental"
-11.5261049044948,-16.9738384547009,-5.8810965348951,2004,2019,"endpoint","smoothed","standard","Northeast US Coastal"
-9.66570677377235,-20.9354569025923,2.1788505420302,2004,2019,"endpoint","smoothed","standard","Ontario"
-8.75164605737766,-20.6213251595734,6.26035595226084,2004,2019,"endpoint","smoothed","standard","Southeast Coastal"
-5.1401517409801,-27.5299691792091,21.6998107474272,2004,2019,"endpoint","smoothed","standard","Texas Coastal"
-8.42500277347992,-16.8901573044799,4.2490014912497,2004,2019,"endpoint","smoothed","lognormal_only","Composite"
-8.38533085813722,-13.3629205839784,-2.89594107268327,2004,2019,"endpoint","smoothed","lognormal_only","Atlantic Canada"
3.26206680781803,-7.45778785615096,15.0901858141998,2004,2019,"endpoint","smoothed","lognormal_only","East Inland"
-7.56086375584692,-29.3244700397571,13.2943581789374,2004,2019,"endpoint","smoothed","lognormal_only","Midcontinental"
-11.5261049044948,-16.9738384547009,-5.8810965348951,2004,2019,"endpoint","smoothed","lognormal_only","Northeast US Coastal"
-9.66570677377235,-20.9354569025923,2.1788505420302,2004,2019,"endpoint","smoothed","lognormal_only","Ontario"
-8.75164605737766,-20.6213251595734,6.26035595226084,2004,2019,"endpoint","smoothed","lognormal_only","Southeast Coastal"
-5.1401517409801,-27.5299691792091,21.6998107474272,2004,2019,"endpoint","smoothed","lognormal_only","Texas Coastal"
-8.37097589785473,-15.3371821363585,2.64122008790593,2004,2019,"endpoint","smoothed","none","Composite"
-8.38533085813722,-13.3629205839784,-2.89594107268326,2004,2019,"endpoint","smoothed","none","Atlantic Canada"
3.26206680781803,-7.45778785615096,15.0901858141998,2004,2019,"endpoint","smoothed","none","East Inland"
-7.56086375584692,-29.3244700397571,13.2943581789374,2004,2019,"endpoint","smoothed","none","Midcontinental"
-11.5261049044948,-16.9738384547009,-5.8810965348951,2004,2019,"endpoint","smoothed","none","Northeast US Coastal"
-9.66570677377235,-20.9354569025923,2.1788505420302,2004,2019,"endpoint","smoothed","none","Ontario"
-8.75164605737766,-20.6213251595734,6.26035595226084,2004,2019,"endpoint","smoothed","none","Southeast Coastal"
-5.1401517409801,-27.5299691792091,21.6998107474272,2004,2019,"endpoint","smoothed","none","Texas Coastal"
-5.19750006092293,-8.57635314777749,-0.666338286928153,1974,2019,"endpoint","standard","standard","Composite"
-5.71466776286995,-7.98227198079084,-3.22290634079173,1974,2019,"endpoint","standard","standard","Atlantic Canada"
0.411823295867189,-4.92793759455054,5.9224660686203,1974,2019,"endpoint","standard","standard","East Inland"
-9.33856970914172,-18.9109028908658,0.0108036186830851,1974,2019,"endpoint","standard","standard","Midcontinental"
-8.39457155378516,-9.8469474362425,-6.52010363258441,1974,2019,"endpoint","standard","standard","Northeast US Coastal"
-8.20034527580613,-15.5386041367963,-0.923799418563502,1974,2019,"endpoint","standard","standard","Ontario"
-4.3881881539365,-9.0666640916247,1.67800532976943,1974,2019,"endpoint","standard","standard","Southeast Coastal"
7.81512818363962,-9.46036239830727,27.3564283171924,1974,2019,"endpoint","standard","standard","Texas Coastal"
-7.80448497557177,-10.5745839746823,-4.46245449536695,1974,2019,"slope","standard","standard","Composite"
