"trend","lci","uci","start_year","end_year","trend_type","index_type","retransformation_type","Region"
-0.45201614209244,-6.40376372682909,4.51463967402687,1974,2019,"endpoint","standard","standard",NA
-0.89276925177045,-6.60830612509253,3.43673112210421,1974,2019,"slope","standard","standard",NA
-2.13673742080313,-13.314728455548,7.00364695650238,2004,2019,"slope","standard","standard",NA
-0.736299214611571,-6.60727296744266,4.13871915397538,1974,2019,"endpoint","smoothed","standard",NA
-2.00983293153842,-13.3239967535682,7.03651457960836,2004,2019,"endpoint","smoothed","standard",NA
-7.83060753852665,-14.0769795409541,0.60514927382442,1974,2019,"endpoint","smoothed","standard","Composite"
-0.873422213677149,-2.58322494524317,0.88577914438492,1974,2019,"endpoint","smoothed","standard","Atlantic Canada"
1.06189049914244,-0.878968844009234,3.14997511795764,1974,2019,"endpoint","smoothed","standard","East Inland"
-3.43361160073919,-7.1492978368139,0.763700978585677,1974,2019,"endpoint","smoothed","standard","Midcontinental"
-4.43866241378876,-5.8654420624731,-3.0174737036266,1974,2019,"endpoint","smoothed","standard","Northeast US Coastal"
-3.60963757968346,-6.59939806814277,-0.681851751982134,1974,2019,"endpoint","smoothed","standard","Ontario"
-7.57467904628406,-12.7930728388765,-2.61420736637598,1974,2019,"endpoint","smoothed","standard","Pacific and Intermountain"
-12.8217726896116,-19.0744770489561,-5.82168147232325,1974,2019,"endpoint","smoothed","standard","Southeast Coastal"
1.85387500122968,-15.4294567099406,17.3131904285137,1974,2019,"endpoint","smoothed","standard","Texas Coastal"
-7.8070157540172,-13.9039103139313,0.111027079133409,1974,2019,"endpoint","smoothed","lognormal_only","Composite"
-0.873422213677149,-2.58322494524317,0.88577914438492,1974,2019,"endpoint","smoothed","lognormal_only","Atlantic Canada"
1.06189049914244,-0.878968844009234,3.14997511795764,1974,2019,"endpoint","smoothed","lognormal_only","East Inland"
-3.43361160073919,-7.14929783681388,0.763700978585677,1974,2019,"endpoint","smoothed","lognormal_only","Midcontinental"
-4.43866241378876,-5.8654420624731,-3.0174737036266,1974,2019,"endpoint","smoothed","lognormal_only","Northeast US Coastal"
-3.60963757968346,-6.59939806814277,-0.681851751982134,1974,2019,"endpoint","smoothed","lognormal_only","Ontario"
-7.57467904628406,-12.7930728388765,-2.61420736637598,1974,2019,"endpoint","smoothed","lognormal_only","Pacific and Intermountain"
-12.8217726896116,-19.0744770489561,-5.82168147232325,1974,2019,"endpoint","smoothed","lognormal_only","Southeast Coastal"
1.85387500122968,-15.4294567099406,17.3131904285137,1974,2019,"endpoint","smoothed","lognormal_only","Texas Coastal"
-7.12222085289182,-12.2191914209766,-2.49719640985554,1974,2019,"endpoint","smoothed","none","Composite"
-0.873422213677149,-2.58322494524317,0.88577914438492,1974,2019,"endpoint","smoothed","none","Atlantic Canada"
1.06189049914244,-0.878968844009234,3.14997511795764,1974,2019,"endpoint","smoothed","none","East Inland"
-3.43361160073919,-7.14929783681388,0.763700978585677,1974,2019,"endpoint","smoothed","none","Midcontinental"
-4.43866241378876,-5.8654420624731,-3.0174737036266,1974,2019,"endpoint","smoothed","none","Northeast US Coastal"
-3.60963757968346,-6.59939806814277,-0.681851751982134,1974,2019,"endpoint","smoothed","none","Ontario"
-7.57467904628406,-12.7930728388765,-2.61420736637598,1974,2019,"endpoint","smoothed","none","Pacific and Intermountain"
-12.8217726896116,-19.0744770489561,-5.82168147232325,1974,2019,"endpoint","smoothed","none","Southeast Coastal"
1.85387500122968,-15.4294567099406,17.3131904285137,1974,2019,"endpoint","smoothed","none","Texas Coastal"
-10.0791434350631,-22.5216287550343,9.3750073123181,2004,2019,"endpoint","smoothed","standard","Composite"
-1.26055967171688,-5.83194625412865,3.55802366954537,2004,2019,"endpoint","smoothed","standard","Atlantic Canada"
1.40497480740253,-4.13120892888136,7.35136777318199,2004,2019,"endpoint","smoothed","standard","East Inland"
-20.2543952961835,-29.2707782714897,-10.2408180897309,2004,2019,"endpoint","smoothed","standard","Midcontinental"
-9.2372434929096,-13.0866167237682,-5.19975747979383,2004,2019,"endpoint","smoothed","standard","Northeast US Coastal"
-2.47946549857693,-8.44805648989353,3.98584288068288,2004,2019,"endpoint","smoothed","standard","Ontario"
-4.42044319748825,-14.4334295681098,6.3637276680573,2004,2019,"endpoint","smoothed","standard","Pacific and Intermountain"
-21.2467404507917,-35.8349471560559,-3.7834836375967,2004,2019,"endpoint","smoothed","standard","Southeast Coastal"
-7.58712890985064,-42.1602878826712,25.4357834675344,2004,2019,"endpoint","smoothed","standard","Texas Coastal"
-9.95454552085906,-22.0651589475354,8.23335019520992,2004,2019,"endpoint","smoothed","lognormal_only","Composite"
-1.26055967171688,-5.83194625412865,3.55802366954537,2004,2019,"endpoint","smoothed","lognormal_only","Atlantic Canada"
1.40497480740253,-4.13120892888136,7.35136777318199,2004,2019,"endpoint","smoothed","lognormal_only","East Inland"
-20.2543952961835,-29.2707782714897,-10.2408180897309,2004,2019,"endpoint","smoothed","lognormal_only","Midcontinental"
-9.2372434929096,-13.0866167237682,-5.19975747979383,2004,2019,"endpoint","smoothed","lognormal_only","Northeast US Coastal"
-2.47946549857693,-8.44805648989353,3.98584288068291,2004,2019,"endpoint","smoothed","lognormal_only","Ontario"
-4.42044319748825,-14.4334295681098,6.3637276680573,2004,2019,"endpoint","smoothed","lognormal_only","Pacific and Intermountain"
-21.2467404507917,-35.8349471560559,-3.7834836375967,2004,2019,"endpoint","smoothed","lognormal_only","Southeast Coastal"
-7.58712890985064,-42.1602878826712,25.4357834675344,2004,2019,"endpoint","smoothed","lognormal_only","Texas Coastal"
-7.9338651393872,-17.4490954713588,0.826767182068649,2004,2019,"endpoint","smoothed","none","Composite"
-1.26055967171688,-5.83194625412864,3.55802366954537,2004,2019,"endpoint","smoothed","none","Atlantic Canada"
1.40497480740253,-4.13120892888136,7.35136777318199,2004,2019,"endpoint","smoothed","none","East Inland"
-20.2543952961835,-29.2707782714897,-10.2408180897309,2004,2019,"endpoint","smoothed","none","Midcontinental"
-9.2372434929096,-13.0866167237682,-5.19975747979383,2004,2019,"endpoint","smoothed","none","Northeast US Coastal"
-2.47946549857693,-8.44805648989353,3.98584288068288,2004,2019,"endpoint","smoothed","none","Ontario"
-4.42044319748825,-14.4334295681098,6.3637276680573,2004,2019,"endpoint","smoothed","none","Pacific and Intermountain"
-21.2467404507917,-35.8349471560559,-3.7834836375967,2004,2019,"endpoint","smoothed","none","Southeast Coastal"
-7.58712890985064,-42.1602878826712,25.4357834675344,2004,2019,"endpoint","smoothed","none","Texas Coastal"
-6.63308154474428,-13.0803552108162,1.98083115756948,1974,2019,"endpoint","standard","standard","Composite"
-1.65076758278878,-3.05947951494753,-0.322978760298799,1974,2019,"endpoint","standard","standard","Atlantic Canada"
0.891952866566959,-1.25989150429295,3.01709396929621,1974,2019,"endpoint","standard","standard","East Inland"
-0.708111112752455,-5.25546682438189,4.47987288029417,1974,2019,"endpoint","standard","standard","Midcontinental"
-4.1042700169149,-5.41490438990952,-2.85923242396773,1974,2019,"endpoint","standard","standard","Northeast US Coastal"
-1.64559989608211,-5.61472746187943,2.42295746031817,1974,2019,"endpoint","standard","standard","Ontario"
-7.09611363998887,-13.276358699267,-0.993923511995901,1974,2019,"endpoint","standard","standard","Pacific and Intermountain"
-12.7991027957785,-19.0944030743882,-5.80194043646741,1974,2019,"endpoint","standard","standard","Southeast Coastal"
2.17876201746847,-15.8362509410812,18.7402672948813,1974,2019,"endpoint","standard","standard","Texas Coastal"
-8.30115113927208,-13.1360485465475,-1.09149540635819,1974,2019,"slope","standard","standard","Composite"
-1.44531877300714,-1.8888843119505,-1.01880366945277,1974,2019,"slope","standard","standard","Atlantic Canada"
1.09332350391851,0.208139485664027,1.93689163042391,1974,2019,"slope","standard","standard","East Inland"
-6.25509032189579,-8.14487820378606,-4.2982735863733,1974,2019,"slope","standard","standard","Midcontinental"
-3.94999416045573,-4.72780288779952,-3.28667154452216,1974,2019,"slope","standard","standard","Northeast US Coastal"
-4.0789636539139,-5.29346002976546,-2.87226971559654,1974,2019,"slope","standard","standard","Ontario"
-7.81861140277023,-11.0372097142939,-4.43992083320722,1974,2019,"slope","standard","standard","Pacific and Intermountain"
-11.8175060515689,-15.9742311309784,-6.95244442616728,1974,2019,"slope","standard","standard","Southeast Coastal"
3.07163663258692,-13.1158400712509,18.1253515254551,1974,2019,"slope","standard","standard","Texas Coastal"
-12.075497968733,-25.7370282767976,9.14216439862424,2004,2019,"endpoint","standard","standard","Composite"
-1.6941338152403,-5.11355244233367,2.03721547896343,2004,2019,"endpoint","standard","standard","Atlantic Canada"
